,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/l),Engine(CC),Power(bhp),Seats,New_Price(Lakh),Brand
6281,Chevrolet Aveo U-VA 1.2 LS,Chennai,,2007,88107,Petrol,Manual,Second,15.26,1150,74.9,5.0,,Chevrolet
6282,Volkswagen Vento 1.5 TDI Highline,Delhi,21660.72,2012,53226,Diesel,Manual,Second,20.64,1498,108.5,5.0,14.13,Volkswagen
6283,Maruti Swift VDI BSIV,Hyderabad,,2013,76000,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
6284,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,,2008,200000,Diesel,Manual,Second,12.8,2494,102.0,8.0,,Toyota
6285,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,,2013,73000,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
6286,Hyundai Accent GLE 1,Jaipur,,2009,77200,Petrol,Manual,Second,13.2,1495,94.0,5.0,,Hyundai
6287,Audi A4 New 2.0 TDI Multitronic,Delhi,,2012,67000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,,Audi
6288,Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,,2005,150000,Diesel,Manual,Second,14.8,2499,80.0,10.0,,Chevrolet
6289,Mahindra Xylo E8 ABS BS IV,Jaipur,,2009,145278,Diesel,Manual,Second,11.68,2498,112.0,8.0,,Mahindra
6290,Hyundai i20 Active SX Diesel,Chennai,17598.38,2015,62083,Diesel,Manual,First,21.19,1396,88.76,5.0,11.48,Hyundai
6291,Honda Civic 2006-2010 1.8 V MT,Pune,,2010,61696,Petrol,Manual,First,13.5,1799,130.0,5.0,,Honda
6292,Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,17169.15,2017,28000,Diesel,Manual,First,23.0,1498,98.96,5.0,11.2,Ford
6293,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,,2013,50142,Diesel,Automatic,First,14.84,2143,170.0,5.0,,Mercedes-Benz
6294,Skoda Superb Elegance 1.8 TSI AT,Mumbai,,2014,45000,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
6295,Skoda Rapid 1.5 TDI Elegance,Pune,,2014,97513,Diesel,Manual,First,21.14,1498,103.52,5.0,,Skoda
6296,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,,2011,55000,Petrol,Automatic,Second,12.3,1796,185.0,5.0,,Mercedes-Benz
6297,Maruti 800 AC,Hyderabad,,2004,82000,Petrol,Manual,Second,16.1,796,37.0,4.0,,Maruti
6298,Maruti Swift LDI,Delhi,,2013,71501,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
6299,Honda BR-V i-DTEC S MT,Hyderabad,21660.72,2017,23000,Diesel,Manual,First,21.9,1498,98.6,7.0,14.13,Honda
6300,Audi A6 2011-2015 2.0 TDI Technology,Kochi,,2015,66095,Diesel,Automatic,First,17.68,1968,174.33,5.0,,Audi
6301,Toyota Fortuner 3.0 Diesel,Mumbai,,2014,49500,Diesel,Manual,First,11.5,2982,171.0,7.0,,Toyota
6302,Toyota Camry MT with Moonroof,Chennai,,2009,90000,Petrol,Manual,First,13.4,2362,164.7,5.0,,Toyota
6303,Maruti Ignis 1.2 Delta,Mumbai,9826.27,2017,25384,Petrol,Manual,First,20.89,1197,81.8,5.0,6.41,Maruti
6304,Hyundai Verna 1.6 VTVT S,Delhi,,2016,27529,Petrol,Manual,Second,17.01,1591,121.3,5.0,,Hyundai
6305,Honda City V MT,Kochi,,2012,69297,Petrol,Manual,First,16.8,1497,116.3,5.0,,Honda
6306,Honda City 1.5 E MT,Hyderabad,,2009,66000,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6307,Mahindra Verito 1.5 D4 BSIV,Hyderabad,13980.6,2012,20000,Diesel,Manual,First,21.03,1461,65.0,5.0,9.12,Mahindra
6308,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,,2015,67000,Diesel,Automatic,First,11.3,2987,254.8,7.0,,Mercedes-Benz
6309,Hyundai EON D Lite Plus,Coimbatore,,2015,36933,Petrol,Manual,First,21.1,814,55.2,5.0,,Hyundai
6310,Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,,2007,194000,Diesel,Manual,First,12.99,2494,100.6,8.0,,Toyota
6311,Maruti Ertiga VDI,Kolkata,,2013,42200,Diesel,Manual,First,20.77,1248,88.76,7.0,,Maruti
6312,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,,2015,53093,Diesel,Automatic,Second,12.07,2967,241.4,7.0,,Audi
6313,Honda City 1.5 E MT,Pune,,2012,88000,Petrol,Manual,Third,17.0,1497,118.0,5.0,,Honda
6314,Maruti Alto K10 LXI,Kochi,5993.87,2017,42954,Petrol,Manual,First,24.07,998,67.1,5.0,3.91,Maruti
6315,Tata Indica V2 eLX,Chennai,,2015,106000,Diesel,Manual,First,25.0,1396,69.0,5.0,,Tata
6316,BMW 5 Series 2013-2017 520d Luxury Line,Kochi,,2015,41700,Diesel,Automatic,First,18.12,1995,190.0,5.0,,BMW
6317,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,,2018,34464,Diesel,Automatic,First,19.27,2143,170.0,5.0,,Mercedes-Benz
6318,Chevrolet Beat LT,Ahmedabad,,2010,15000,Petrol,Manual,First,17.8,1199,76.8,5.0,,Chevrolet
6319,Maruti Zen Estilo LXI BS IV,Pune,,2010,70000,Petrol,Manual,Second,19.0,998,67.1,5.0,,Maruti
6320,Mahindra XUV500 W8 4WD,Hyderabad,,2017,119256,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
6321,Honda City 1.5 V MT,Coimbatore,,2011,50036,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6322,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,,2013,58000,Diesel,Manual,First,12.99,2494,100.6,7.0,,Toyota
6323,Hyundai i20 1.2 Magna,Pune,,2011,75000,Petrol,Manual,First,18.5,1197,80.0,5.0,,Hyundai
6324,Maruti Alto K10 2010-2014 VXI,Hyderabad,,2013,53313,Petrol,Manual,First,20.92,998,67.1,5.0,,Maruti
6325,Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,,2015,73000,Diesel,Manual,First,12.99,2494,100.6,8.0,,Toyota
6326,Nissan Micra Diesel XV,Kochi,,2013,83989,Diesel,Manual,First,23.08,1461,63.1,5.0,,Nissan
6327,Hyundai Creta 1.6 CRDi SX,Chennai,,2015,86247,Diesel,Manual,First,19.67,1582,126.2,5.0,,Hyundai
6328,Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,,2016,24000,Diesel,Manual,First,12.99,2494,100.6,8.0,,Toyota
6329,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,,2010,58000,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
6330,Hyundai i20 Asta 1.2,Kolkata,,2015,33000,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
6331,Honda Accord VTi-L (AT),Hyderabad,,2005,100000,Petrol,Automatic,First,11.1,2354,142.0,5.0,,Honda
6332,Toyota Innova Crysta 2.4 ZX MT,Hyderabad,38385.32,2017,65896,Diesel,Manual,First,13.68,2393,147.8,7.0,25.04,Toyota
6333,Hyundai i20 Asta Option 1.4 CRDi,Chennai,,2016,120000,Diesel,Manual,First,22.54,1396,88.73,5.0,,Hyundai
6334,Mahindra Verito Vibe 1.5 dCi D6,Mumbai,13674.0,2013,26000,Diesel,Manual,First,20.8,1461,64.1,5.0,8.92,Mahindra
6335,Maruti Eeco 5 Seater AC,Chennai,7680.13,2012,62300,Petrol,Manual,Second,15.1,1196,73.0,5.0,5.01,Maruti
6336,Toyota Corolla Altis 1.8 G,Kochi,29141.57,2012,77801,Petrol,Manual,First,14.28,1798,138.03,5.0,19.01,Toyota
6337,Toyota Corolla Altis VL AT,Mumbai,,2015,42000,Petrol,Automatic,First,14.28,1798,138.03,5.0,,Toyota
6338,Mercedes-Benz A Class A180 Sport,Bangalore,,2013,35000,Petrol,Automatic,Second,15.5,1595,120.7,5.0,,Mercedes-Benz
6339,Hyundai i20 Asta 1.4 CRDi,Kolkata,,2016,30134,Diesel,Manual,First,22.54,1396,88.73,5.0,,Hyundai
6340,Honda Accord 2.4 M/T,Delhi,,2012,79038,Petrol,Manual,First,12.8,2354,177.6,5.0,,Honda
6341,Honda Accord 2.4 AT,Mumbai,,2009,80000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,,Honda
6342,Mahindra Bolero SLE BSIII,Hyderabad,,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7.0,,Mahindra
6343,Maruti Ritz LDi,Bangalore,,2010,80000,Diesel,Manual,First,21.1,1248,73.9,5.0,,Maruti
6344,Skoda Superb Elegance 1.8 TSI AT,Delhi,,2014,84419,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
6345,Honda Amaze S i-Vtech,Kolkata,,2013,70200,Petrol,Manual,First,18.0,1198,86.7,5.0,,Honda
6346,Volkswagen Vento Petrol Highline,Chennai,,2013,98000,Petrol,Manual,Second,15.04,1598,103.6,5.0,,Volkswagen
6347,Maruti Ritz LDi,Chennai,,2016,131503,Diesel,Manual,First,23.2,1248,73.94,5.0,,Maruti
6348,Honda City 1.5 S MT,Jaipur,,2011,54652,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6349,Volkswagen Jetta 2007-2011 1.6 Trendline,Mumbai,,2010,92000,Petrol,Manual,Second,14.0,1595,102.0,5.0,,Volkswagen
6350,Ford Figo Petrol ZXI,Kolkata,,2010,44287,Petrol,Manual,First,15.6,1196,70.0,5.0,,Ford
6351,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,,2015,205000,Diesel,Manual,First,12.99,2494,100.6,7.0,,Toyota
6352,Hyundai Elite i20 Asta Option,Hyderabad,14486.47,2015,48000,Petrol,Manual,First,18.6,1197,81.86,5.0,9.45,Hyundai
6353,Mahindra KUV 100 mFALCON D75 K2,Mumbai,,2016,18000,Diesel,Manual,First,25.32,1198,77.0,6.0,,Mahindra
6354,Bentley Flying Spur W12,Bangalore,5748.6,2008,31200,Petrol,Automatic,Second,10.2,5998,616.0,5.0,3.75,Bentley
6355,Honda City 1.5 V MT,Pune,,2009,72000,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6356,Hyundai i20 Magna,Mumbai,,2009,85000,Petrol,Manual,First,18.5,1197,80.0,5.0,,Hyundai
6357,Honda City 1.5 V MT,Kolkata,,2010,27000,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6358,Toyota Fortuner 2.8 2WD MT,Mumbai,53898.87,2012,126000,Diesel,Manual,First,14.24,2755,174.5,7.0,35.16,Toyota
6359,Tata Indica V2 DLS BSIII,Pune,,2017,50000,Diesel,Manual,First,17.88,1405,48.21,5.0,,Tata
6360,Honda Amaze S i-Vtech,Mumbai,,2013,58811,Petrol,Manual,Second,18.0,1198,86.7,5.0,,Honda
6361,Volkswagen Polo Diesel Highline 1.2L,Pune,,2013,52196,Diesel,Manual,First,22.07,1199,73.9,5.0,,Volkswagen
6362,Nissan Micra Active XV,Coimbatore,10393.47,2017,45105,Petrol,Manual,First,19.69,1198,67.04,5.0,6.78,Nissan
6363,Hyundai Grand i10 Sportz,Hyderabad,,2015,25160,Petrol,Manual,Second,18.9,1197,82.0,5.0,,Hyundai
6364,Tata Tigor 1.2 Revotron XZ Option,Hyderabad,,2017,18000,Petrol,Manual,First,20.3,1199,84.0,5.0,,Tata
6365,Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,,2007,74000,Petrol,Manual,First,11.9,2354,144.0,5.0,,Honda
6366,Mahindra Xylo E4,Chennai,,2009,67700,Diesel,Manual,First,14.0,2498,112.0,7.0,,Mahindra
6367,Land Rover Freelander 2 S Business Edition,Kochi,,2015,61062,Diesel,Automatic,First,12.39,2179,147.51,5.0,,Land
6368,Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,,2016,105000,Diesel,Manual,First,12.99,2494,100.6,7.0,,Toyota
6369,Tata Indigo eCS eLX BS IV,Pune,,2013,155550,Diesel,Manual,First,25.0,1396,69.01,5.0,,Tata
6370,Maruti Vitara Brezza VDi Option,Delhi,,2016,66000,Diesel,Manual,First,24.3,1248,88.5,5.0,,Maruti
6371,Honda City 1.5 V MT,Kochi,,2012,93884,Petrol,Manual,Second,17.0,1497,118.0,5.0,,Honda
6372,Fiat Linea Emotion (Diesel),Mumbai,,2009,200000,Diesel,Manual,First,20.4,1248,91.7,5.0,,Fiat
6373,Tata Tiago 1.2 Revotron XZ,Kolkata,9565.67,2016,57200,Petrol,Manual,First,23.84,1199,84.0,5.0,6.24,Tata
6374,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,,2013,93568,Diesel,Manual,First,22.07,1199,73.9,5.0,,Volkswagen
6375,Maruti Wagon R VXI BS IV,Kolkata,,2014,54000,Petrol,Manual,First,20.51,998,67.04,5.0,,Maruti
6376,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,,2016,40571,Diesel,Automatic,First,17.01,1582,126.2,5.0,,Hyundai
6377,Audi A4 35 TDI Technology,Hyderabad,85247.91,2015,59000,Diesel,Automatic,First,18.25,1968,187.74,5.0,55.61,Audi
6378,BMW X1 xDrive 20d xLine,Coimbatore,,2017,17273,Diesel,Automatic,First,20.68,1995,190.0,5.0,,BMW
6379,Ford Endeavour 3.0L AT 4x2,Mumbai,,2011,100077,Diesel,Automatic,Second,11.4,2953,153.86,7.0,,Ford
6380,Hyundai i10 Magna AT,Kochi,,2011,39934,Petrol,Automatic,First,19.2,1197,80.0,5.0,,Hyundai
6381,Maruti Vitara Brezza LDi,Bangalore,14440.48,2016,46000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.42,Maruti
6382,Honda City 1.5 V MT,Coimbatore,,2016,30842,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
6383,Mercedes-Benz New C-Class 200 K AT,Mumbai,,2005,65000,Petrol,Automatic,Second,11.7,1796,178.0,5.0,,Mercedes-Benz
6384,Volvo XC90 2007-2015 D5 AWD,Bangalore,,2016,70000,Diesel,Manual,First,11.1,2400,200.0,7.0,,Volvo
6385,Toyota Fortuner 3.0 Diesel,Chennai,,2011,150152,Diesel,Manual,Second,11.5,2982,171.0,7.0,,Toyota
6387,Hyundai Santro Xing GLS CNG,Bangalore,,2011,43985,CNG,Manual,First,11.88,1086,62.1,5.0,,Hyundai
6388,BMW X6 xDrive30d,Coimbatore,,2014,58598,Diesel,Automatic,First,11.2,2993,241.0,4.0,,BMW
6389,Tata Indigo CS eVX,Pune,,2016,100000,Diesel,Manual,First,25.0,1396,69.01,5.0,,Tata
6390,Audi Q5 30 TDI quattro Premium Plus,Jaipur,,2016,35000,Diesel,Automatic,First,14.16,1968,174.3,5.0,,Audi
6391,Hyundai i10 Sportz 1.2,Pune,,2008,84500,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
6392,Maruti Baleno Delta 1.2,Kolkata,,2018,18006,Petrol,Manual,First,21.4,1197,83.1,5.0,,Maruti
6393,Maruti Swift VDI,Hyderabad,12938.18,2013,99000,Diesel,Manual,First,28.4,1248,74.0,5.0,8.44,Maruti
6394,Maruti Eeco 5 Seater AC,Delhi,6990.3,2014,51200,Petrol,Manual,First,15.1,1196,73.0,5.0,4.56,Maruti
6395,Toyota Land Cruiser Prado VX L,Pune,,2014,130000,Diesel,Automatic,First,11.0,2982,170.3,7.0,,Toyota
6396,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,45835.5,2017,25000,Diesel,Automatic,First,16.38,1995,182.46,5.0,29.9,Hyundai
6397,Maruti Baleno Delta,Kochi,10914.68,2017,32352,Petrol,Manual,First,21.4,1197,83.1,5.0,7.12,Maruti
6398,Hyundai i10 Sportz 1.2,Bangalore,,2011,20000,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
6399,Audi A4 2.0 TDI,Bangalore,,2013,46000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,,Audi
6400,Maruti Dzire AMT ZXI Plus,Mumbai,15237.62,2018,12500,Petrol,Automatic,First,22.0,1197,81.8,5.0,9.94,Maruti
6401,Toyota Innova 2.5 GX 8 STR,Delhi,,2011,53138,Diesel,Manual,Third,12.8,2494,102.0,8.0,,Toyota
6402,Maruti Swift Dzire Tour LDI,Pune,,2013,170000,Diesel,Manual,Second,23.4,1248,74.0,5.0,,Maruti
6403,Maruti Swift LDI,Kolkata,,2012,38583,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
6404,Maruti Wagon R VXI AMT Opt,Hyderabad,9872.26,2016,26000,Petrol,Automatic,First,22.5,998,67.0,5.0,6.44,Maruti
6405,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,,2017,22865,Petrol,Manual,First,15.29,1591,121.3,5.0,,Hyundai
6406,Skoda Laura L and K MT,Kolkata,,2013,45000,Diesel,Manual,First,17.5,1896,106.0,5.0,,Skoda
6407,Maruti Swift LXI Option,Kochi,,2017,62889,Petrol,Manual,First,20.4,1197,81.8,5.0,,Maruti
6408,Maruti Omni MPI CARGO BSIV,Pune,,2013,153000,Petrol,Manual,First,16.8,796,34.2,5.0,,Maruti
6409,Maruti Swift VDI,Ahmedabad,11757.8,2016,67000,Diesel,Manual,First,28.4,1248,74.0,5.0,7.67,Maruti
6410,Honda Amaze S AT i-Vtech,Mumbai,,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5.0,,Honda
6411,Toyota Corolla H2,Chennai,,2006,164000,Petrol,Manual,Second,13.4,1794,125.0,5.0,,Toyota
6412,Maruti Swift Dzire Vdi BSIV,Coimbatore,,2018,57178,Diesel,Manual,First,19.3,1248,73.9,5.0,,Maruti
6413,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,,2013,40000,Diesel,Automatic,First,17.68,1968,174.33,5.0,,Audi
6414,Chevrolet Spark 1.0 LT,Mumbai,,2007,40000,Petrol,Manual,First,18.0,995,62.0,5.0,,Chevrolet
6415,Hyundai Verna CRDi ABS,Mumbai,,2007,89564,Diesel,Manual,Third,18.1,1493,110.0,5.0,,Hyundai
6416,Maruti Ertiga VXI,Delhi,,2012,66727,Petrol,Manual,First,16.02,1373,93.7,7.0,,Maruti
6417,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,,2013,75000,Diesel,Automatic,Second,15.73,1968,174.33,5.0,,Audi
6418,Chevrolet Cruze LTZ AT,Coimbatore,,2017,31056,Diesel,Automatic,First,14.81,1998,163.7,5.0,,Chevrolet
6419,Volkswagen Vento Petrol Highline,Pune,,2011,61000,Petrol,Manual,First,15.04,1598,103.6,5.0,,Volkswagen
6420,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,,2016,34782,Petrol,Automatic,First,16.9,1197,82.0,5.0,,Hyundai
6421,Hyundai i10 Sportz 1.2,Coimbatore,,2012,31736,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
6422,Nissan Terrano XV D Pre,Pune,25784.39,2014,75000,Diesel,Manual,First,19.64,1461,108.5,5.0,16.82,Nissan
6423,Mahindra Thar CRDe AC,Mumbai,,2014,15000,Diesel,Manual,First,16.55,2498,105.0,6.0,,Mahindra
6424,Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,,2016,38503,Diesel,Manual,First,22.7,1498,89.84,5.0,,Ford
6425,Honda BRV i-DTEC V MT,Coimbatore,23898.85,2017,45353,Diesel,Manual,First,21.9,1498,98.6,7.0,15.59,Honda
6426,Land Rover Range Rover HSE,Hyderabad,,2015,30000,Diesel,Automatic,First,12.7,2179,187.7,5.0,,Land
6427,Toyota Etios G,Pune,,2011,69470,Petrol,Manual,Second,17.6,1496,88.73,5.0,,Toyota
6429,Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,,2017,25087,Petrol,Manual,First,16.47,1198,74.0,5.0,,Volkswagen
6430,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,,2015,134000,Diesel,Manual,First,12.8,2494,102.0,7.0,,Toyota
6431,Chevrolet Cruze LTZ AT,Coimbatore,,2015,54955,Diesel,Automatic,Third,14.81,1998,163.7,5.0,,Chevrolet
6432,Hyundai Verna CRDi 1.6 SX Option,Mumbai,23868.19,2017,28000,Diesel,Manual,First,22.0,1582,126.2,5.0,15.57,Hyundai
6433,Honda Amaze S i-Dtech,Ahmedabad,,2015,45250,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
6434,Land Rover Discovery 4 SDV6 SE,Kochi,,2012,89190,Diesel,Automatic,Second,11.4,2993,245.41,7.0,,Land
6435,Honda City i DTec VX Option BL,Coimbatore,,2017,48184,Diesel,Manual,First,26.0,1498,98.6,5.0,,Honda
6436,Maruti Swift Dzire VDI,Kolkata,,2015,42125,Diesel,Manual,First,26.59,1248,74.0,5.0,,Maruti
6437,Nissan Micra XV CVT,Coimbatore,14578.45,2017,47052,Petrol,Automatic,First,19.15,1198,75.94,5.0,9.51,Nissan
6438,Hyundai i10 Sportz 1.2,Mumbai,,2011,67000,Petrol,Manual,Second,20.36,1197,78.9,5.0,,Hyundai
6440,Maruti Swift Dzire VDI,Pune,,2015,174889,Diesel,Manual,First,26.59,1248,74.0,5.0,,Maruti
6441,Maruti Alto LXI,Pune,,2004,72135,Petrol,Manual,First,19.7,796,46.3,5.0,,Maruti
6442,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,18012.28,2017,17660,Diesel,Manual,First,24.3,1248,88.5,5.0,11.75,Maruti
6443,Honda Accord 2.4 A/T,Pune,,2009,120000,Petrol,Automatic,First,11.7,2354,177.6,5.0,,Honda
6444,Chevrolet Beat LT,Pune,,2010,29629,Petrol,Manual,First,18.6,1199,76.8,5.0,,Chevrolet
6446,Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,97296.97,2017,34848,Diesel,Automatic,First,17.9,2143,170.0,5.0,63.47,Mercedes-Benz
6447,Mahindra Xylo D4 BSIV,Kolkata,,2013,61000,Diesel,Manual,First,14.0,2498,112.0,8.0,,Mahindra
6448,Datsun GO Plus T Petrol,Mumbai,10270.83,2015,21000,Petrol,Manual,First,19.83,1198,67.0,7.0,6.7,Datsun
6449,Jaguar XF 2.2 Litre Luxury,Kochi,,2015,27912,Diesel,Automatic,First,16.36,2179,187.7,5.0,,Jaguar
6450,Maruti SX4 VDI,Kochi,,2013,62909,Diesel,Manual,First,21.5,1248,88.8,5.0,,Maruti
6451,Maruti Celerio VXI,Kochi,,2018,33140,Petrol,Manual,First,23.1,998,67.04,5.0,,Maruti
6452,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,,2014,75000,Diesel,Automatic,First,21.21,1498,103.2,5.0,,Volkswagen
6453,Ford EcoSport 1.5 TDCi Titanium,Kochi,,2017,25571,Diesel,Manual,First,22.77,1498,98.59,5.0,,Ford
6455,Maruti Ertiga VDI,Kolkata,,2016,12020,Diesel,Manual,First,20.77,1248,88.76,7.0,,Maruti
6456,Honda Brio VX AT,Mumbai,,2014,36665,Petrol,Automatic,First,16.5,1198,86.8,5.0,,Honda
6457,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,52273.94,2018,41502,Diesel,Automatic,First,13.5,2477,175.56,7.0,34.1,Mitsubishi
6458,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,,2011,130000,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
6459,Maruti Swift VDI Optional,Bangalore,,2017,51000,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
6460,Hyundai Accent GLE,Pune,,2008,103000,Petrol,Manual,Second,13.2,1495,94.0,5.0,,Hyundai
6461,Audi A4 2.0 TDI,Delhi,,2012,70000,Diesel,Automatic,First,16.55,1968,147.51,5.0,,Audi
6462,Honda City 1.5 S MT,Delhi,,2010,56239,Petrol,Manual,Second,17.0,1497,118.0,5.0,,Honda
6463,BMW 3 Series 320d Sport,Ahmedabad,,2016,40000,Diesel,Automatic,First,22.69,1995,190.0,5.0,,BMW
6464,Renault KWID Climber 1.0 AMT,Kochi,8140.02,2018,19964,Petrol,Automatic,First,22.5,999,67.0,5.0,5.31,Renault
6465,Mahindra Bolero VLX CRDe,Coimbatore,,2012,72246,Diesel,Manual,First,13.6,2523,63.0,7.0,,Mahindra
6466,Hyundai Creta 1.6 SX Diesel,Kolkata,23362.31,2018,15000,Diesel,Manual,First,20.5,1582,126.2,5.0,15.24,Hyundai
6467,Tata Nano XT,Bangalore,,2016,14000,Petrol,Manual,Fourth & Above,23.9,624,37.48,4.0,,Tata
6468,Volkswagen Polo 1.2 MPI Highline,Pune,,2016,22764,Petrol,Manual,First,16.2,1199,74.0,5.0,,Volkswagen
6469,Volkswagen Passat Diesel Highline 2.0 TDI,Pune,,2012,65000,Diesel,Automatic,First,18.33,1968,167.7,5.0,,Volkswagen
6470,ISUZU MU 7 4x2 HIPACK,Kolkata,,2016,45000,Diesel,Manual,First,12.08,2999,161.0,7.0,,ISUZU
6471,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,,2017,32090,Diesel,Automatic,First,13.0,2143,204.0,5.0,,Mercedes-Benz
6472,Mahindra XUV500 W8 2WD,Pune,,2014,83000,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
6473,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,,2011,70000,Diesel,Automatic,First,13.0,2143,204.0,5.0,,Mercedes-Benz
6474,Mahindra XUV500 W8 2WD,Chennai,,2013,68000,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
6475,Nissan Sunny 2011-2014 XL,Jaipur,,2012,105000,Petrol,Manual,First,16.95,1498,97.7,5.0,,Nissan
6476,Hyundai Elantra GT,Hyderabad,,2006,88000,Petrol,Manual,First,13.0,1795,127.0,5.0,,Hyundai
6477,Honda Accord VTi-L AT,Mumbai,,2007,93000,Petrol,Automatic,Second,11.1,2354,142.0,5.0,,Honda
6478,Honda City i DTEC SV,Delhi,,2014,107000,Diesel,Manual,First,26.0,1498,98.6,5.0,,Honda
6479,Toyota Fortuner 4x4 MT,Pune,,2011,141844,Diesel,Manual,First,12.55,2982,168.5,7.0,,Toyota
6480,Nissan Micra XV CVT,Coimbatore,,2015,32469,Petrol,Automatic,First,19.34,1198,76.0,5.0,,Nissan
6481,Mahindra XUV500 W6 2WD,Kochi,,2015,56318,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
6482,Mini Cooper 3 DOOR D,Coimbatore,55953.04,2017,26002,Diesel,Automatic,First,20.7,1496,113.98,4.0,36.5,Mini
6483,Maruti Swift VDI BSIV,Pune,,2014,83000,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
6484,Chevrolet Beat LS,Pune,,2010,80000,Petrol,Manual,Second,18.6,1199,79.4,5.0,,Chevrolet
6485,Maruti Baleno Alpha 1.2,Chennai,,2016,56474,Petrol,Manual,Second,21.4,1197,83.1,5.0,,Maruti
6486,Mercedes-Benz B Class B180 Sport,Mumbai,56765.51,2012,26000,Petrol,Automatic,Second,14.8,1595,120.69,5.0,37.03,Mercedes-Benz
6487,Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,,2009,49000,Petrol,Automatic,Second,9.74,1984,208.0,5.0,,Audi
6488,Skoda Laura 1.9 TDI AT Ambiente,Kochi,,2010,64132,Diesel,Automatic,Second,17.0,1896,105.0,5.0,,Skoda
6489,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,,2016,41810,Diesel,Manual,First,19.67,1582,126.2,5.0,,Hyundai
